#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-19T19:16:36 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-19T19:16:36	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=I/239/hip_main&-order=I&-out=HIP&-out=RAhms&-out=DEdms&-out=Vmag&-out=RAICRS&-out=DEICRS&-out=Plx&-out=pmRA&-out=pmDE&-out=e_Plx&-out=B-V&-out=Notes&HIPep=HIPep&Erratum=Erratum&-out=_RA.icrs&-out=_DE.icrs&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	RAhms	(A11)	Right ascension in h m s, ICRS (J1991.25) (H3)	[ucd=pos.eq.ra]
#Column	DEdms	(A11)	Declination in deg ' ", ICRS (J1991.25) (H4)	[ucd=pos.eq.dec]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	RAICRS	(F12.8)	? alpha, degrees (ICRS, Epoch=J1991.25) (H8)	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec;meta.main]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	pmRA	(F8.2)	*? Proper motion mu_alpha.cos(delta), ICRS(H12)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F8.2)	*? Proper motion mu_delta, ICRS (H13)	[ucd=pos.pm;pos.eq.dec]
#Column	e_Plx	(F6.2)	? Standard error in Plx (H16)	[ucd=stat.error;pos.parallax]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Notes	(A1)	[DGPWXYZ] Existence of notes (H70)	[ucd=meta.note]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
_RAJ2000;_DEJ2000;HIP;RAhms;DEdms;Vmag;RAICRS;DEICRS;Plx;pmRA;pmDE;e_Plx;B-V;Notes;_RA.icrs;_DE.icrs
229.9546581761;+44.9355378462; 75025;15 19 49.12;+44 56 07.9; 9.81;229.95466494;+44.93553194;   2.24;   -1.97;    2.43;  1.11; 1.329; ;229.95465818;+44.93553785
229.9578562731;-06.4835050656; 75026;15 19 49.89;-06 29 00.6; 9.37;229.95786892;-06.48350351;   3.56;   -5.17;   -0.64;  1.69; 1.072; ;229.95785627;-06.48350507
229.9586895811;-19.5502488870; 75027;15 19 50.15;-19 33 01.0; 7.06;229.95895104;-19.55026804;  15.40; -101.37;    7.88;  0.98; 0.475; ;229.95868958;-19.55024889
229.9637773595;-11.1798190550; 75028;15 19 51.33;-11 10 47.1; 9.24;229.96388501;-11.17974293;  10.11;  -43.45;  -31.32;  1.34; 0.528; ;229.96377736;-11.17981905
229.9677778731;-75.3289601242; 75029;15 19 52.41;-75 19 43.5; 7.72;229.96838669;-75.32875800;  16.52;  -63.44;  -83.16;  0.80; 0.503; ;229.96777787;-75.32896012
229.9686577633;+62.4742560309; 75030;15 19 52.54;+62 28 26.9; 6.62;229.96892688;+62.47415142;   8.15;  -51.17;   43.04;  0.55; 1.231; ;229.96865776;+62.47425603
229.9717577798;+67.0156085358; 75031;15 19 53.20;+67 00 56.2; 7.95;229.97165937;+67.01560664;   6.43;   15.81;    0.78;  0.74; 0.000; ;229.97175778;+67.01560854
229.9752584051;-60.5612724325; 75032;15 19 54.07;-60 33 40.5; 7.95;229.97527151;-60.56124837;  -0.36;   -2.65;   -9.90;  0.98;-0.035; ;229.97525841;-60.56127243
229.9800059503;+52.2623351389; 75033;15 19 55.22;+52 15 44.2; 9.34;229.98009697;+52.26227350;   4.85;  -22.92;   25.36;  0.89; 0.418; ;229.98000595;+52.26233514
229.9808401324;-55.0940956118; 75034;15 19 55.40;-55 05 38.7; 9.68;229.98084421;-55.09408990;  -0.25;   -0.96;   -2.35;  1.98; 0.075; ;229.98084013;-55.09409561
229.9855656498;-30.1069305118; 75035;15 19 56.56;-30 06 24.6; 9.15;229.98564887;-30.10684430;  12.08;  -29.62;  -35.47;  1.70; 0.593; ;229.98556565;-30.10693051
229.9952402703;-44.8768616546; 75036;15 19 58.85;-44 52 36.8; 9.41;229.99521849;-44.87687704;   5.95;    6.35;    6.33;  1.61; 0.456; ;229.99524027;-44.87686165
229.9984274564;+60.3396833865; 75037;15 19 59.60;+60 20 22.7; 7.74;229.99834666;+60.33964389;  10.79;   16.45;   16.25;  0.71; 0.395; ;229.99842746;+60.33968339
230.0003621763;-08.6617068674; 75038;15 20 00.03;-08 39 40.4; 7.53;230.00011285;-08.66121818;  22.28;  101.41; -201.06;  1.04; 0.545; ;230.00036218;-08.66170687
230.0096112421;+40.9841677466; 75039;15 20 02.34;+40 59 01.4; 6.90;230.00973385;+40.98373083;  24.81;  -38.08;  179.76;  0.59; 0.510; ;230.00961124;+40.98416775
230.0114635926;-32.8649647184; 75040;15 20 02.73;-32 51 53.7; 7.88;230.01137820;-32.86491234;   7.92;   29.51;  -21.55;  0.96; 0.408; ;230.01146359;-32.86496472
230.0197281824;-22.8961748295; 75041;15 20 04.78;-22 53 46.1; 9.88;230.01993245;-22.89614909;   7.97;  -77.42;  -10.59;  1.84; 0.615; ;230.01972818;-22.89617483
230.0211617870;+60.3803134316; 75042;15 20 05.12;+60 22 48.7; 7.62;230.02133681;+60.38020814;   7.27;  -35.59;   43.32;  0.64; 0.314; ;230.02116179;+60.38031343
230.0214646031;+51.9585149767; 75043;15 20 05.14;+51 57 30.6; 5.65;230.02142169;+51.95848756;  15.32;   10.88;   11.28;  0.52; 0.122; ;230.02146460;+51.95851498
230.0240602354;+02.3175625597; 75044;15 20 05.76;+02 19 04.2;10.61;230.02400183;+02.31782190;   0.83;   24.01; -106.70;  2.37; 0.625; ;230.02406024;+02.31756256
230.0247449851;-48.7217973125; 75045;15 20 05.93;-48 43 18.4;10.16;230.02471109;-48.72178200;   6.86;    9.20;   -6.30;  1.89; 0.437; ;230.02474499;-48.72179731
230.0255578044;+14.5610634712; 75046;15 20 06.15;+14 33 39.8; 7.46;230.02562287;+14.56104619;   1.37;  -25.91;    7.11;  1.12; 1.648; ;230.02555780;+14.56106347
230.0335259715;+17.2454197250; 75047;15 20 08.05;+17 14 43.7; 9.19;230.03352900;+17.24547485;   3.36;   -1.19;  -22.68;  1.26; 0.239; ;230.03352597;+17.24541973
230.0355884145;+16.1853838233; 75048;15 20 08.58;+16 11 07.7; 7.76;230.03574014;+16.18546024;  12.49;  -59.95;  -31.44;  0.90; 0.480; ;230.03558841;+16.18538382
230.0356595150;+29.6162089576; 75049;15 20 08.64;+29 36 58.7; 5.51;230.03599149;+29.61631109;  11.90; -118.74;  -42.02;  0.74; 1.015; ;230.03565952;+29.61620896
230.0390876686;-13.1916523751; 75050;15 20 09.39;-13 11 29.9; 7.94;230.03912514;-13.19163383;   8.63;  -15.01;   -7.63;  1.11; 0.408; ;230.03908767;-13.19165238
230.0393077459;-62.1860625050; 75051;15 20 09.44;-62 11 09.7; 8.32;230.03933426;-62.18604063;   1.37;   -5.09;   -9.00;  1.00; 0.068; ;230.03930775;-62.18606250
230.0409382338;-65.0765528022; 75052;15 20 09.90;-65 04 35.2; 9.72;230.04125442;-65.07644124;   3.89;  -54.82;  -45.90;  1.58; 0.499; ;230.04093823;-65.07655280
230.0506824052;-30.8367451900; 75053;15 20 12.19;-30 50 12.4; 8.65;230.05078417;-30.83678194;  13.09;  -35.95;   15.12;  1.24; 0.524; ;230.05068241;-30.83674519
230.0541522085;-57.3980372891; 75054;15 20 13.05;-57 23 52.6; 7.05;230.05435683;-57.39795064;   1.85;  -45.36;  -35.65;  0.99; 1.621; ;230.05415221;-57.39803729
230.0552929984;+30.6956126575; 75057;15 20 13.28;+30 41 44.3; 9.16;230.05531677;+30.69563322;   2.27;   -8.41;   -8.46;  5.92; 0.474; ;230.05529300;+30.69561266
230.0558065460;-34.9254365251; 75056;15 20 13.41;-34 55 31.3; 7.78;230.05587378;-34.92537423;   6.05;  -22.68;  -25.63;  0.93; 0.175; ;230.05580655;-34.92543653
230.0535445899;+77.1392883969; 75055;15 20 13.55;+77 08 19.2; 9.15;230.05644337;+77.13866201;  14.81; -265.46;  257.72;  0.79; 0.661; ;230.05354459;+77.13928840
230.0734261837;+27.7497063368; 75058;15 20 17.62;+27 44 58.9; 8.45;230.07341366;+27.74970675;   2.44;    4.56;   -0.17;  1.07; 1.080; ;230.07342618;+27.74970634
230.0754143927;+32.0446482985; 75059;15 20 18.18;+32 02 40.4; 8.58;230.07573420;+32.04454291;  20.89; -111.53;   43.36;  1.09; 0.668; ;230.07541439;+32.04464830
230.0815313710;+29.7434087176; 75060;15 20 19.61;+29 44 36.2; 8.19;230.08172657;+29.74338869;   6.35;  -69.73;    8.24;  1.21; 0.651; ;230.08153137;+29.74340872
230.0846877224;-00.4577320453; 75061;15 20 20.35;-00 27 28.0; 8.96;230.08478767;-00.45776408;   4.06;  -41.12;   13.18;  1.38; 0.496; ;230.08468772;-00.45773205
230.0850594224;-19.9753015281; 75062;15 20 20.53;-19 58 32.1;11.18;230.08552441;-19.97559706;  20.70; -179.80;  121.59;  5.85; 1.300; ;230.08505942;-19.97530153
230.0881452747;-75.5640524629; 75063;15 20 21.21;-75 33 50.5; 7.19;230.08839155;-75.56402772;   7.24;  -25.26;  -10.18;  0.68; 1.114; ;230.08814527;-75.56405246
230.0917639924;-12.1902040722; 75064;15 20 22.04;-12 11 24.5; 9.47;230.09184252;-12.19013835;   0.36;  -31.58;  -27.04;  1.40; 1.057; ;230.09176399;-12.19020407
230.0921088476;+53.1478873312; 75065;15 20 22.15;+53 08 52.4; 9.52;230.09229855;+53.14788738;  10.45;  -46.81;   -0.02;  3.05; 0.665; ;230.09210885;+53.14788733
230.0971753332;+16.5555822353; 75066;15 20 23.37;+16 33 19.7; 8.40;230.09738194;+16.55547060;  12.67;  -81.48;   45.93;  0.99; 0.508; ;230.09717533;+16.55558224
230.0975987656;+02.6334930385; 75067;15 20 23.46;+02 38 00.9;10.78;230.09774996;+02.63357716;   2.46;  -62.14;  -34.61;  2.67; 0.560; ;230.09759877;+02.63349304
230.1053767550;-74.0090684935; 75068;15 20 25.31;-74 00 32.6; 8.77;230.10545369;-74.00905724;   1.74;   -8.72;   -4.63;  1.04; 1.281; ;230.10537676;-74.00906849
230.1088687954;+00.2446651490; 75069;15 20 26.05;+00 14 43.0; 9.24;230.10854898;+00.24528234;  22.43;  131.58; -253.93;  1.40; 0.800; ;230.10886880;+00.24466515
230.1088888218;-39.2621287625; 75070;15 20 26.15;-39 15 43.6; 9.01;230.10894065;-39.26211520;   4.83;  -16.51;   -5.58;  1.41; 1.048; ;230.10888882;-39.26212876
230.1098733658;-62.1043404564; 75071;15 20 26.42;-62 06 15.5; 8.85;230.11007753;-62.10430446;   4.95;  -39.30;  -14.81;  1.33; 1.104; ;230.10987337;-62.10434046
230.1180763188;-42.4372495026; 75072;15 20 28.35;-42 26 13.9; 8.85;230.11810451;-42.43720252;   3.77;   -8.56;  -19.33;  2.11; 0.343; ;230.11807632;-42.43724950
230.1192137539;-42.5727842118; 75073;15 20 28.62;-42 34 22.0; 8.65;230.11925973;-42.57277325;   2.06;  -13.93;   -4.51;  1.12; 0.943; ;230.11921375;-42.57278421
230.1263795389;+46.2636688596; 75074;15 20 30.33;+46 15 49.4; 9.17;230.12635630;+46.26373062;   2.67;    6.61;  -25.41;  1.04; 1.033; ;230.12637954;+46.26366886
230.1299893257;-11.0325002293; 75075;15 20 31.20;-11 01 57.1; 8.41;230.13001763;-11.03252033;   5.18;  -11.43;    8.27;  1.22; 0.339; ;230.12998933;-11.03250023
230.1301648418;-08.0782702622; 75076;15 20 31.23;-08 04 41.7; 9.86;230.13011076;-08.07824479;   4.69;   22.03;  -10.48;  1.76; 0.541; ;230.13016484;-08.07827026
230.1309122567;-28.2871062382; 75077;15 20 31.44;-28 17 13.3; 7.18;230.13098242;-28.28703670;   6.97;  -25.42;  -28.61;  1.06; 0.073; ;230.13091226;-28.28710624
230.1335205152;+81.0431883237; 75078;15 20 32.07;+81 02 34.9; 7.32;230.13362199;+81.04304023;   6.35;   -6.50;   60.93;  0.56; 1.026; ;230.13352052;+81.04318832
230.1354907318;-59.5437722676; 75079;15 20 32.52;-59 32 37.5; 7.33;230.13550435;-59.54376291;   1.84;   -2.84;   -3.85;  0.89;-0.112; ;230.13549073;-59.54377227
230.1397519883;-39.8324982792; 75080;15 20 33.54;-39 49 56.9; 9.05;230.13975873;-39.83247655;   3.10;   -2.13;   -8.94;  1.23; 1.596; ;230.13975199;-39.83249828
230.1397933129;-64.4620884110; 75082;15 20 33.66;-64 27 43.0; 8.63;230.14023589;-64.46194637;  10.50;  -78.50;  -58.44;  1.16; 0.597; ;230.13979331;-64.46208841
230.1404861895;-09.7179499796; 75081;15 20 33.72;-09 43 04.5; 9.82;230.14049122;-09.71792249;   0.72;   -2.04;  -11.31;  1.78; 0.888; ;230.14048619;-09.71794998
230.1472231070;+40.4930411584; 75083;15 20 35.31;+40 29 35.4; 9.31;230.14714116;+40.49316728;   6.98;   25.64;  -51.89;  1.03; 0.483; ;230.14722311;+40.49304116
230.1521029822;-05.1197422889; 75084;15 20 36.49;-05 07 11.1; 6.60;230.15202133;-05.11974365;   6.59;   33.46;    0.56;  1.53; 0.998; ;230.15210298;-05.11974229
230.1556927840;-14.7410641782; 75085;15 20 37.37;-14 44 27.8; 7.38;230.15570907;-14.74104539;   4.41;   -6.48;   -7.73;  0.92; 1.272; ;230.15569278;-14.74106418
230.1559623429;+46.9256918000; 75086;15 20 37.43;+46 55 32.6; 8.08;230.15595341;+46.92572855;   3.26;    2.51;  -15.12;  1.08; 1.077; ;230.15596234;+46.92569180
230.1579334065;-00.3481991886; 75087;15 20 37.93;-00 20 53.4; 9.88;230.15804203;-00.34816939;   3.58;  -44.69;  -12.26;  1.79; 0.607; ;230.15793341;-00.34819919
230.1587726890;+55.3252366008; 75088;15 20 38.10;+55 19 30.6; 8.01;230.15876376;+55.32516733;  11.27;    2.09;   28.50;  1.07; 0.510; ;230.15877269;+55.32523660
230.1620540563;-03.5196018993; 75089;15 20 38.90;-03 31 10.5; 9.13;230.16208715;-03.51958700;   2.86;  -13.59;   -6.13;  1.47; 1.083; ;230.16205406;-03.51960190
230.1623087131;+15.3802766664; 75090;15 20 39.23;+15 22 50.7; 8.80;230.16346865;+15.38075510;  32.69; -460.14; -196.84;  2.02; 0.948; ;230.16230871;+15.38027667
230.1689578207;-67.4815260144; 75091;15 20 40.56;-67 28 53.4; 6.27;230.16899793;-67.48150132;   2.60;   -6.32;  -10.16;  0.79;-0.090; ;230.16895782;-67.48152601
230.1725749042;-25.9903895853; 75092;15 20 41.44;-25 59 24.0; 7.11;230.17266292;-25.99001387;  12.24;  -32.55; -154.58;  1.09; 1.029; ;230.17257490;-25.99038959
230.1736696071;+44.4343756559; 75093;15 20 41.65;+44 26 04.7; 6.14;230.17352678;+44.43462734;  18.60;   41.96; -103.55;  0.61; 0.369; ;230.17366961;+44.43437566
230.1735740032;-16.4264225500; 75094;15 20 41.66;-16 25 35.2; 8.56;230.17360061;-16.42645580;   2.87;  -10.50;   13.68;  1.72; 1.126; ;230.17357400;-16.42642255
230.1783836112;-56.1326223007; 75095;15 20 42.82;-56 07 57.4; 6.80;230.17842365;-56.13260045;   2.41;   -9.18;   -8.99;  0.89; 0.161; ;230.17838361;-56.13262230
230.1794437905;+08.9137187518; 75096;15 20 43.07;+08 54 49.7; 7.17;230.17944320;+08.91380229;  14.83;    0.24;  -34.37;  0.92; 0.451; ;230.17944379;+08.91371875
230.1821478387;+71.8340160522; 75097;15 20 43.75;+71 50 02.3; 3.00;230.18228840;+71.83397308;   6.79;  -18.03;   17.68;  0.46; 0.058; ;230.18214784;+71.83401605
230.1841245082;+56.7855235543; 75098;15 20 44.21;+56 47 08.1; 8.49;230.18419568;+56.78558828;   3.69;  -16.04;  -26.63;  0.79; 1.004; ;230.18412451;+56.78552355
230.1891416045;+41.2466287858; 75099;15 20 45.40;+41 14 47.7; 8.50;230.18915780;+41.24658139;   5.95;   -5.01;   19.50;  0.79; 0.328; ;230.18914160;+41.24662879
230.1957032401;-40.8979823331; 75100;15 20 46.97;-40 53 52.3; 7.82;230.19571935;-40.89786309;  12.52;   -5.01;  -49.06;  0.93; 0.507; ;230.19570324;-40.89798233
230.1959165587;-02.4133305832; 75101;15 20 47.17;-02 24 46.5; 6.34;230.19655500;-02.41291700;  27.08; -262.44; -170.16;  0.84; 1.062; ;230.19591656;-02.41333058
230.2000852729;-44.2288188693; 75102;15 20 48.03;-44 13 43.8; 8.41;230.20011441;-44.22881972;   0.70;   -8.59;    0.35;  1.18; 1.641; ;230.20008527;-44.22881887
230.2010085504;+42.7020201303; 75103;15 20 48.24;+42 42 06.9; 8.42;230.20099671;+42.70192879;   5.69;    3.58;   37.58;  1.49; 0.806; ;230.20100855;+42.70202013
230.2086549485;+31.4801075845; 75104;15 20 50.20;+31 28 47.2; 6.90;230.20916798;+31.47977003;  22.71; -180.01;  138.88;  0.75; 0.532; ;230.20865495;+31.48010758
230.2156419717;+10.9418994028; 75105;15 20 51.78;+10 56 31.2; 9.65;230.21576674;+10.94201325;   8.49;  -50.40;  -46.84;  2.70; 0.625; ;230.21564197;+10.94189940
230.2164525552;+07.6827139564; 75106;15 20 51.98;+07 40 57.9; 8.23;230.21656969;+07.68274638;   6.31;  -47.76;  -13.34;  1.05; 0.949; ;230.21645256;+07.68271396
230.2205074587;+45.6648717648; 75107;15 20 52.88;+45 39 53.8; 6.67;230.22035370;+45.66493406;   7.35;   44.21;  -25.63;  0.66; 1.047; ;230.22050746;+45.66487176
230.2211058638;-56.2937822075; 75108;15 20 53.06;-56 17 37.6; 8.44;230.22106443;-56.29377652;   3.21;    9.46;   -2.34;  1.17; 1.260; ;230.22110586;-56.29378221
230.2215570436;-44.6211246259; 75109;15 20 53.20;-44 37 15.9; 9.51;230.22165761;-44.62107181;   4.23;  -29.45;  -21.73;  1.63; 0.446; ;230.22155704;-44.62112463
230.2236565367;-18.1586575812; 75110;15 20 53.68;-18 09 30.6; 6.16;230.22367434;-18.15851255;   5.17;   -6.96;  -59.67;  1.14; 1.024; ;230.22365654;-18.15865758
230.2320655006;-43.4818135124; 75111;15 20 55.69;-43 28 54.4; 9.14;230.23203274;-43.48177912;   1.51;    9.78;  -14.15;  1.22; 0.685; ;230.23206550;-43.48181351
230.2382081599;-15.3737516889; 75112;15 20 57.18;-15 22 25.4; 7.40;230.23824703;-15.37372155;   2.98;  -15.42;  -12.40;  1.07; 1.245; ;230.23820816;-15.37375169
230.2401428716;-74.7212207893; 75113;15 20 57.64;-74 43 16.2; 8.19;230.24018530;-74.72117964;   3.45;   -4.60;  -16.93;  0.94; 1.267; ;230.24014287;-74.72122079
230.2417583360;-42.8893377141; 75114;15 20 58.00;-42 53 21.6; 9.19;230.24166661;-42.88933436;   6.80;   27.65;   -1.38;  1.13; 0.524; ;230.24175834;-42.88933771
230.2449808235;+50.7746312144; 75115;15 20 58.85;+50 46 28.2;10.72;230.24521086;+50.77449085;   1.52;  -59.85;   57.75;  2.59; 0.583; ;230.24498082;+50.77463121
230.2460895935;-13.1789650172; 75116;15 20 59.42;-13 10 42.1;11.40;230.24757684;-13.17836115;  15.92; -595.78; -248.45;  2.85; 1.202; ;230.24608959;-13.17896502
230.2484675535;+21.0684183769; 75117;15 20 59.66;+21 04 05.5; 8.82;230.24857372;+21.06818937;   6.79;  -40.76;   94.22;  3.63; 0.537; ;230.24846755;+21.06841838
230.2557368110;-15.5483417254; 75118;15 21 01.36;-15 32 54.2; 6.14;230.25566834;-15.54838584;  18.31;   27.14;   18.15;  1.04; 0.393; ;230.25573681;-15.54834173
230.2583167520;+00.7153366919; 75119;15 21 02.02;+00 42 56.1; 5.35;230.25842001;+00.71558981;  13.38;  -42.48; -104.14;  0.86; 1.191; ;230.25831675;+00.71533669
230.2641986875;-33.3620578407; 75120;15 21 03.41;-33 21 43.5; 9.44;230.26419796;-33.36207449;  -1.32;    0.25;    6.85;  1.70; 1.989; ;230.26419869;-33.36205784
230.2654878679;+53.9285247832; 75121;15 21 03.72;+53 55 42.5; 7.64;230.26548568;+53.92848412;   5.60;    0.53;   16.73;  0.65; 0.237; ;230.26548787;+53.92852478
230.2693057587;+48.2251659901; 75123;15 21 04.64;+48 13 30.6; 9.02;230.26934735;+48.22515357;   0.43;  -11.40;    5.11;  0.92; 1.385; ;230.26930576;+48.22516599
230.2696994054;-47.7603502097; 75122;15 21 04.66;-47 45 37.1; 6.77;230.26943098;-47.76031521;  22.47;   74.24;  -14.40;  0.89; 0.440; ;230.26969941;-47.76035021
230.2699868573;+25.5583947282; 75124;15 21 04.85;+25 33 31.2;10.91;230.27020832;+25.55866102;  22.17;  -82.20; -109.56;  2.20; 1.313; ;230.26998686;+25.55839473
230.2786652051;+24.9580200282; 75125;15 21 06.90;+24 57 29.0; 6.36;230.27873641;+24.95806599;   5.87;  -26.56;  -18.91;  0.79; 1.257; ;230.27866521;+24.95802003
230.2792667754;-00.2313672783; 75126;15 21 07.01;-00 13 52.8; 8.23;230.27921515;-00.23133782;   2.05;   21.24;  -12.12;  1.20; 1.072; ;230.27926678;-00.23136728
230.2817091906;-05.8248533458; 75127;15 21 07.64;-05 49 29.4; 5.54;230.28183604;-05.82482695;  12.14;  -51.92;  -10.86;  0.89; 1.047; ;230.28170919;-05.82485335
230.2837849679;+10.0652375814; 75128;15 21 08.11;+10 03 55.0; 9.14;230.28378598;+10.06526738;   2.00;   -0.41;  -12.26;  1.55; 0.680; ;230.28378497;+10.06523758
230.2862238300;+13.1498108593; 75129;15 21 08.70;+13 08 59.3; 9.75;230.28625191;+13.14980996;  -1.65;  -11.25;    0.37;  1.63; 1.185; ;230.28622383;+13.14981086
230.2884998726;-69.9880916646; 75130;15 21 09.23;-69 59 17.2; 7.77;230.28843936;-69.98812105;   2.05;    8.52;   12.09;  1.22; 1.410;D;230.28849987;-69.98809166
230.2891344119;-06.6126332776; 75131;15 21 09.38;-06 36 45.6; 7.35;230.28906869;-06.61267117;   5.14;   26.86;   15.59;  1.12; 1.160; ;230.28913441;-06.61263328
230.2889381438;+25.5671430303; 75132;15 21 09.41;+25 34 02.8; 8.99;230.28919403;+25.56743110;  24.87;  -94.97; -118.52;  1.36; 0.950; ;230.28893814;+25.56714303
230.3031328825;-54.2917621140; 75134;15 21 12.84;-54 17 30.1; 7.37;230.30349668;-54.29168125;  14.70;  -87.36;  -33.27;  1.00; 0.491; ;230.30313288;-54.29176211
230.3034968639;+05.3829650683; 75133;15 21 12.95;+05 22 58.4; 8.51;230.30395510;+05.38290044;  13.26; -187.70;   26.59;  2.28; 0.802; ;230.30349686;+05.38296507
230.3084937248;+21.9077405536; 75135;15 21 14.07;+21 54 28.8; 8.92;230.30862927;+21.90799513;   3.38;  -51.74; -104.74;  1.42; 0.882; ;230.30849372;+21.90774055
230.3221530446;-10.7345337993; 75136;15 21 17.30;-10 44 04.0; 9.74;230.32206646;-10.73444190;   6.04;   35.00;  -37.81;  2.02; 0.546; ;230.32215304;-10.73453380
230.3225970088;-18.2178940701; 75137;15 21 17.42;-18 13 04.4; 8.54;230.32260228;-18.21789565;   2.56;   -2.06;    0.65;  1.58; 1.034; ;230.32259701;-18.21789407
230.3306671011;-51.5327814236; 75138;15 21 19.44;-51 31 57.7; 9.57;230.33099523;-51.53269774;  10.38;  -83.98;  -34.43;  2.81; 0.642; ;230.33066710;-51.53278142
230.3318140030;+23.1809302257; 75139;15 21 19.62;+23 10 51.3; 8.49;230.33175832;+23.18090575;  10.48;   21.06;   10.07;  1.12; 0.438; ;230.33181400;+23.18093023
230.3320677677;+13.5169235178; 75140;15 21 19.72;+13 31 01.0; 7.99;230.33216326;+13.51694724;   9.48;  -38.20;   -9.76;  1.03; 0.690; ;230.33206777;+13.51692352
230.3430071121;-40.6475179148; 75141;15 21 22.34;-40 38 50.9; 3.22;230.34306833;-40.64745946;   6.39;  -19.11;  -24.05;  0.86;-0.227;P;230.34300711;-40.64751791
230.3439990648;-31.6638224270; 75142;15 21 22.59;-31 39 49.4;10.99;230.34412200;-31.66373150;  -2.09;  -43.05;  -37.41;  3.07; 0.753; ;230.34399906;-31.66382243
230.3498149279;+31.3673847171; 75143;15 21 23.96;+31 22 02.7; 8.12;230.34983864;+31.36741279;   1.90;   -8.33;  -11.55;  1.36; 0.967;P;230.34981493;+31.36738472
230.3499383787;-20.3884436764; 75144;15 21 23.99;-20 23 18.3; 9.20;230.34995347;-20.38840785;  -0.34;   -5.82;  -14.74;  1.52; 1.660;P;230.34993838;-20.38844368
230.3542690009;-35.1862065803; 75145;15 21 25.07;-35 11 10.1; 9.29;230.35444601;-35.18614482;   4.96;  -59.52;  -25.41;  1.27; 0.790; ;230.35426900;-35.18620658
230.3571860379;-37.9307418475; 75146;15 21 25.73;-37 55 50.3; 9.97;230.35718952;-37.93063291;   4.29;   -1.13;  -44.82;  1.87; 0.721; ;230.35718604;-37.93074185
230.3621443190;+52.3444556688; 75147;15 21 26.95;+52 20 40.0; 7.67;230.36227776;+52.34444128;   6.38;  -33.54;    5.92;  0.64; 0.380; ;230.36214432;+52.34445567
230.3726877947;+46.3566143025; 75148;15 21 29.44;+46 21 24.0; 8.23;230.37265536;+46.35665849;   3.32;    9.21;  -18.18;  0.86; 0.927; ;230.37268779;+46.35661430
230.3742003973;-60.8897819860; 75149;15 21 29.81;-60 53 23.2; 8.44;230.37422253;-60.88977642;   2.50;   -4.43;   -2.29;  1.23; 1.508; ;230.37420040;-60.88978199
230.3744536573;+53.0639915814; 75150;15 21 29.87;+53 03 50.3; 8.39;230.37445119;+53.06396888;   3.59;    0.61;    9.34;  0.80; 1.011; ;230.37445366;+53.06399158
